recipe_id,recipe_name,ingredient,category,quantity_g,is_optional,can_substitute,substitute,prep_time_min,cook_time_min,servings,cuisine,difficulty,meal_type
137,Cheese Omelette,cheese,Dairy,211,False,False,,40,33,4,International,hard,breakfast
137,Cheese Omelette,bell_pepper,Vegetable,190,True,False,,6,52,3,Mediterranean,hard,lunch
137,Cheese Omelette,onion,Vegetable,89,False,False,beef,33,26,2,International,medium,breakfast
138,Almond Smoothie,almond,Nut,199,False,False,,31,15,1,Indian,hard,drink
138,Almond Smoothie,banana,Fruit,133,False,False,lettuce,7,28,4,Fusion,hard,drink
138,Almond Smoothie,milk,Dairy,214,False,True,,31,55,5,International,easy,dinner
138,Almond Smoothie,oats,Grain,85,False,False,cauliflower,36,13,1,Mediterranean,medium,dinner
139,Broccoli Cheese Soup,broccoli,Vegetable,239,False,True,,43,41,3,International,medium,drink
139,Broccoli Cheese Soup,cheese,Dairy,204,False,True,onion,37,50,1,Fusion,easy,snack
139,Broccoli Cheese Soup,milk,Dairy,113,False,False,,41,40,3,International,easy,snack
139,Broccoli Cheese Soup,onion,Vegetable,106,False,False,,21,35,5,Mediterranean,medium,lunch
139,Broccoli Cheese Soup,garlic,Vegetable,209,False,False,,18,11,5,Fusion,medium,snack
140,Garlic Mushroom Toast,bread,Grain,169,False,False,butter,9,40,4,Indian,easy,drink
140,Garlic Mushroom Toast,mushroom,Vegetable,77,True,False,,41,17,1,International,easy,dinner
140,Garlic Mushroom Toast,garlic,Vegetable,175,False,False,,45,39,2,International,medium,snack
140,Garlic Mushroom Toast,butter,Dairy,229,False,False,,23,21,3,Indian,hard,drink
141,Salmon Rice Bowl,salmon,Protein,154,False,False,oats,14,48,2,Indian,hard,breakfast
141,Salmon Rice Bowl,rice,Grain,186,False,False,,30,42,3,Mediterranean,medium,drink
141,Salmon Rice Bowl,cucumber,Vegetable,219,False,True,potato,29,15,5,International,hard,lunch
141,Salmon Rice Bowl,avocado,Fruit,76,False,False,,45,37,4,Mediterranean,medium,snack
141,Salmon Rice Bowl,lemon,Fruit,90,True,False,,42,50,5,Fusion,easy,snack
142,Garlic Mushroom Toast,bread,Grain,142,True,True,,10,43,1,Fusion,medium,lunch
142,Garlic Mushroom Toast,mushroom,Vegetable,129,False,True,onion,24,24,1,International,easy,dinner
142,Garlic Mushroom Toast,garlic,Vegetable,217,False,False,pear,45,11,5,Mediterranean,hard,snack
142,Garlic Mushroom Toast,butter,Dairy,78,True,False,,45,41,5,Fusion,hard,lunch
143,Mango Lassi,mango,Fruit,136,False,False,,12,34,3,Indian,easy,breakfast
143,Mango Lassi,yogurt,Dairy,76,False,True,,15,6,6,Indian,hard,snack
143,Mango Lassi,milk,Dairy,47,False,False,pineapple,40,46,3,International,medium,drink
144,Banana Milkshake,banana,Fruit,230,False,False,,31,20,4,International,medium,lunch
144,Banana Milkshake,milk,Dairy,163,True,False,,24,54,3,Mediterranean,easy,lunch
144,Banana Milkshake,yogurt,Dairy,204,False,False,,28,14,4,Indian,medium,dinner
145,Salmon Rice Bowl,salmon,Protein,159,True,False,,43,33,3,International,easy,snack
145,Salmon Rice Bowl,rice,Grain,210,False,False,,13,59,2,International,easy,dinner
145,Salmon Rice Bowl,cucumber,Vegetable,221,False,False,,22,26,1,Mediterranean,easy,lunch
145,Salmon Rice Bowl,avocado,Fruit,145,False,True,,45,42,6,Mediterranean,medium,dinner
145,Salmon Rice Bowl,lemon,Fruit,191,True,True,,24,29,6,Mediterranean,medium,drink
146,Peach Yogurt Parfait,peach,Fruit,240,False,True,,6,28,1,International,medium,breakfast
146,Peach Yogurt Parfait,yogurt,Dairy,170,False,False,,14,56,1,Fusion,medium,lunch
146,Peach Yogurt Parfait,oats,Grain,77,False,False,grape,17,40,5,Indian,hard,dinner
146,Peach Yogurt Parfait,almond,Nut,191,False,False,spinach,25,41,5,International,medium,breakfast
147,Beef Stew,beef,Protein,132,False,False,cauliflower,25,3,4,Mediterranean,medium,lunch
147,Beef Stew,potato,Vegetable,71,False,False,peas,36,28,3,Indian,hard,drink
147,Beef Stew,carrot,Vegetable,81,True,False,,32,32,3,International,medium,lunch
147,Beef Stew,onion,Vegetable,84,False,False,,20,20,3,Mediterranean,medium,snack
147,Beef Stew,garlic,Vegetable,71,False,False,,12,42,6,Fusion,hard,breakfast
148,Spinach Salad,spinach,Vegetable,107,False,False,,20,32,1,International,medium,snack
148,Spinach Salad,tomato,Vegetable,44,False,False,,40,27,4,Mediterranean,easy,snack
148,Spinach Salad,cucumber,Vegetable,225,False,False,peas,8,16,6,Indian,easy,drink
148,Spinach Salad,avocado,Fruit,199,False,False,blueberry,14,33,1,International,hard,snack
148,Spinach Salad,lemon,Fruit,183,False,True,,9,13,3,Mediterranean,easy,breakfast
149,Beef Stew,beef,Protein,141,False,True,,32,24,4,Fusion,easy,drink
149,Beef Stew,potato,Vegetable,140,False,False,,34,1,2,International,medium,dinner
149,Beef Stew,carrot,Vegetable,188,False,True,cream,20,39,4,Fusion,easy,dinner
149,Beef Stew,onion,Vegetable,86,True,False,potato,7,57,1,Fusion,medium,snack
149,Beef Stew,garlic,Vegetable,58,False,True,,40,33,5,International,medium,breakfast
150,Fruit Salad,apple,Fruit,70,False,True,,44,4,2,Mediterranean,easy,dinner
150,Fruit Salad,banana,Fruit,79,False,False,,30,27,6,International,hard,dinner
150,Fruit Salad,grape,Fruit,34,False,False,bell_pepper,37,50,3,International,medium,snack
150,Fruit Salad,strawberry,Fruit,124,False,False,,16,54,2,Mediterranean,hard,breakfast
150,Fruit Salad,kiwi,Fruit,51,False,True,,34,22,5,Fusion,medium,drink
151,Mango Lassi,mango,Fruit,128,False,False,,9,38,2,Fusion,easy,snack
151,Mango Lassi,yogurt,Dairy,37,False,False,cucumber,8,33,1,Mediterranean,easy,lunch
151,Mango Lassi,milk,Dairy,235,False,False,cucumber,15,18,2,Indian,medium,drink
152,Zucchini Pasta,pasta,Grain,100,False,False,,21,20,3,Fusion,easy,snack
152,Zucchini Pasta,zucchini,Vegetable,64,False,False,,17,50,5,Mediterranean,hard,drink
152,Zucchini Pasta,tomato,Vegetable,206,False,False,butter,14,57,5,International,easy,snack
152,Zucchini Pasta,garlic,Vegetable,186,False,False,,41,46,6,Mediterranean,hard,snack
152,Zucchini Pasta,cheese,Dairy,200,False,False,orange,30,22,3,Mediterranean,medium,breakfast
153,Veggie Stir Fry,broccoli,Vegetable,118,False,True,,28,35,1,Indian,hard,breakfast
153,Veggie Stir Fry,carrot,Vegetable,136,False,True,,35,30,6,International,hard,breakfast
153,Veggie Stir Fry,bell_pepper,Vegetable,78,False,True,,22,46,6,International,hard,breakfast
153,Veggie Stir Fry,garlic,Vegetable,36,False,False,salmon,43,57,2,Mediterranean,hard,lunch
153,Veggie Stir Fry,corn,Vegetable,229,False,True,,12,0,5,Mediterranean,hard,drink
154,Chicken Stir Fry,chicken,Protein,73,False,True,potato,17,42,1,Indian,medium,dinner
154,Chicken Stir Fry,broccoli,Vegetable,53,False,True,milk,16,6,3,International,medium,snack
154,Chicken Stir Fry,carrot,Vegetable,200,True,False,,33,56,1,Mediterranean,easy,lunch
154,Chicken Stir Fry,garlic,Vegetable,32,True,False,,28,0,6,Indian,hard,drink
154,Chicken Stir Fry,bell_pepper,Vegetable,145,False,False,,8,41,3,International,hard,drink
155,Cauliflower Rice,cauliflower,Vegetable,97,True,True,,21,56,2,International,medium,drink
155,Cauliflower Rice,garlic,Vegetable,73,False,True,,10,59,2,Fusion,easy,breakfast
155,Cauliflower Rice,onion,Vegetable,66,False,False,,20,44,1,International,medium,breakfast
155,Cauliflower Rice,egg,Protein,91,True,False,,42,0,3,Mediterranean,hard,dinner
156,Pasta Primavera,pasta,Grain,157,False,False,bread,37,6,1,Indian,hard,snack
156,Pasta Primavera,tomato,Vegetable,193,False,True,,40,31,4,Mediterranean,medium,drink
156,Pasta Primavera,broccoli,Vegetable,108,False,False,bread,17,46,2,Fusion,hard,snack
156,Pasta Primavera,bell_pepper,Vegetable,161,False,False,,9,32,6,Indian,easy,lunch
156,Pasta Primavera,garlic,Vegetable,219,False,False,kiwi,35,45,3,Indian,medium,breakfast
157,Avocado Toast,bread,Grain,45,False,False,,11,57,1,Mediterranean,easy,snack
157,Avocado Toast,avocado,Fruit,172,False,False,,27,43,4,International,medium,lunch
157,Avocado Toast,lemon,Fruit,119,False,True,pasta,13,51,4,Indian,easy,snack
157,Avocado Toast,tomato,Vegetable,243,False,False,,44,38,2,Mediterranean,easy,drink
158,Chicken Stir Fry,chicken,Protein,36,True,False,,6,37,6,Mediterranean,medium,breakfast
158,Chicken Stir Fry,broccoli,Vegetable,246,False,True,tomato,43,40,6,Fusion,easy,drink
158,Chicken Stir Fry,carrot,Vegetable,229,False,False,,40,36,3,Mediterranean,medium,dinner
158,Chicken Stir Fry,garlic,Vegetable,185,False,False,,33,4,2,Indian,easy,lunch
158,Chicken Stir Fry,bell_pepper,Vegetable,181,True,False,chickpeas,15,6,2,Fusion,hard,lunch
159,French Toast,bread,Grain,62,True,True,,7,56,1,Indian,medium,lunch
159,French Toast,egg,Protein,189,False,True,lemon,43,12,6,Indian,hard,dinner
159,French Toast,milk,Dairy,158,False,True,olive_oil,33,22,2,Indian,easy,lunch
159,French Toast,butter,Dairy,113,False,False,mushroom,5,27,6,International,easy,breakfast
160,Green Smoothie,spinach,Vegetable,91,False,True,tomato,5,22,2,Fusion,hard,snack
160,Green Smoothie,banana,Fruit,63,False,False,almond,42,31,4,International,hard,lunch
160,Green Smoothie,apple,Fruit,113,True,False,,29,31,3,Indian,easy,drink
160,Green Smoothie,lemon,Fruit,54,False,False,cheese,28,49,4,Fusion,easy,dinner
161,Fruit Salad,apple,Fruit,47,False,True,butter,40,30,6,Fusion,easy,drink
161,Fruit Salad,banana,Fruit,124,False,False,,34,6,5,Fusion,easy,drink
161,Fruit Salad,grape,Fruit,102,True,False,,37,23,4,International,hard,breakfast
161,Fruit Salad,strawberry,Fruit,76,False,False,blueberry,8,3,3,Indian,medium,dinner
161,Fruit Salad,kiwi,Fruit,171,False,False,,28,22,5,Mediterranean,medium,drink
162,Almond Smoothie,almond,Nut,152,False,True,,12,33,4,Indian,easy,drink
162,Almond Smoothie,banana,Fruit,123,False,False,,40,35,5,Fusion,easy,lunch
162,Almond Smoothie,milk,Dairy,200,False,False,chickpeas,9,26,5,Indian,medium,drink
162,Almond Smoothie,oats,Grain,47,False,False,lentils,29,55,2,International,medium,dinner
163,Salmon Rice Bowl,salmon,Protein,227,False,False,,12,23,6,Mediterranean,hard,snack
163,Salmon Rice Bowl,rice,Grain,62,False,False,,27,54,1,Mediterranean,easy,snack
163,Salmon Rice Bowl,cucumber,Vegetable,101,False,False,,43,43,2,Mediterranean,easy,dinner
163,Salmon Rice Bowl,avocado,Fruit,178,False,False,,29,6,4,International,medium,lunch
163,Salmon Rice Bowl,lemon,Fruit,132,True,False,spinach,36,46,6,Indian,medium,snack
164,Pasta Primavera,pasta,Grain,31,False,True,banana,14,40,5,Mediterranean,hard,breakfast
164,Pasta Primavera,tomato,Vegetable,35,False,False,,11,1,4,Fusion,hard,breakfast
164,Pasta Primavera,broccoli,Vegetable,225,True,True,,37,25,5,Indian,easy,drink
164,Pasta Primavera,bell_pepper,Vegetable,167,False,False,lettuce,39,40,5,Fusion,medium,dinner
164,Pasta Primavera,garlic,Vegetable,97,True,True,lentils,16,9,5,Mediterranean,easy,snack
165,Cauliflower Rice,cauliflower,Vegetable,188,True,False,chickpeas,12,30,6,International,hard,drink
165,Cauliflower Rice,garlic,Vegetable,110,False,False,,32,28,5,International,easy,drink
165,Cauliflower Rice,onion,Vegetable,134,False,False,,28,37,3,Mediterranean,easy,snack
165,Cauliflower Rice,egg,Protein,172,False,False,,26,37,6,Mediterranean,easy,breakfast
166,Cauliflower Rice,cauliflower,Vegetable,163,False,False,lentils,38,57,1,Mediterranean,easy,snack
166,Cauliflower Rice,garlic,Vegetable,80,False,False,,21,60,4,International,hard,snack
166,Cauliflower Rice,onion,Vegetable,226,False,False,potato,38,7,2,Mediterranean,easy,dinner
166,Cauliflower Rice,egg,Protein,198,False,True,,35,44,4,International,easy,lunch
167,Broccoli Cheese Soup,broccoli,Vegetable,167,False,False,lettuce,45,37,3,Mediterranean,easy,dinner
167,Broccoli Cheese Soup,cheese,Dairy,52,False,False,bell_pepper,43,58,6,Indian,hard,lunch
167,Broccoli Cheese Soup,milk,Dairy,91,False,True,,10,17,2,Indian,medium,drink
167,Broccoli Cheese Soup,onion,Vegetable,67,False,False,,26,47,6,Indian,medium,lunch
167,Broccoli Cheese Soup,garlic,Vegetable,108,False,False,,8,33,6,Mediterranean,hard,drink
168,Zucchini Pasta,pasta,Grain,226,False,False,,8,12,3,Indian,medium,drink
168,Zucchini Pasta,zucchini,Vegetable,107,False,False,,13,45,5,International,medium,drink
168,Zucchini Pasta,tomato,Vegetable,102,False,True,,13,28,1,Mediterranean,easy,snack
168,Zucchini Pasta,garlic,Vegetable,153,False,False,milk,30,18,2,International,medium,drink
168,Zucchini Pasta,cheese,Dairy,57,False,False,olive_oil,13,19,2,International,easy,dinner
169,Veggie Stir Fry,broccoli,Vegetable,147,False,False,,14,48,6,Indian,hard,breakfast
169,Veggie Stir Fry,carrot,Vegetable,147,True,False,tuna,30,0,5,Indian,easy,lunch
169,Veggie Stir Fry,bell_pepper,Vegetable,222,False,True,strawberry,41,43,5,Fusion,easy,lunch
169,Veggie Stir Fry,garlic,Vegetable,143,False,False,,17,5,3,International,easy,breakfast
169,Veggie Stir Fry,corn,Vegetable,223,False,False,,36,7,4,Mediterranean,hard,lunch
170,Lentil Soup,lentils,Legume,197,False,False,peas,20,27,5,Mediterranean,medium,snack
170,Lentil Soup,carrot,Vegetable,192,False,False,cucumber,29,36,4,Indian,hard,snack
170,Lentil Soup,onion,Vegetable,70,False,True,,45,42,6,Mediterranean,medium,drink
170,Lentil Soup,garlic,Vegetable,73,False,False,,35,4,1,International,hard,snack
170,Lentil Soup,tomato,Vegetable,89,False,True,,19,15,1,Indian,hard,lunch
171,Broccoli Cheese Soup,broccoli,Vegetable,155,False,False,,25,19,4,International,hard,drink
171,Broccoli Cheese Soup,cheese,Dairy,244,True,False,,10,1,2,Indian,hard,lunch
171,Broccoli Cheese Soup,milk,Dairy,87,False,False,watermelon,37,21,6,Indian,easy,drink
171,Broccoli Cheese Soup,onion,Vegetable,148,False,True,,23,54,1,International,easy,dinner
171,Broccoli Cheese Soup,garlic,Vegetable,153,False,False,,23,0,4,International,medium,breakfast
172,Berry Smoothie Bowl,strawberry,Fruit,118,False,False,cheese,22,2,5,Fusion,easy,snack
172,Berry Smoothie Bowl,banana,Fruit,108,False,True,walnut,38,59,5,International,medium,drink
172,Berry Smoothie Bowl,blueberry,Fruit,196,False,True,,26,9,4,International,medium,lunch
172,Berry Smoothie Bowl,yogurt,Dairy,92,False,True,,11,31,4,Indian,medium,lunch
173,Tuna Salad,tuna,Protein,207,True,True,,11,0,3,Fusion,easy,snack
173,Tuna Salad,lettuce,Vegetable,230,False,True,,37,27,5,Mediterranean,easy,snack
173,Tuna Salad,tomato,Vegetable,182,True,False,avocado,40,9,1,Indian,hard,lunch
173,Tuna Salad,cucumber,Vegetable,43,True,True,chickpeas,38,38,2,Indian,hard,snack
173,Tuna Salad,lemon,Fruit,172,False,True,,37,53,5,Fusion,medium,drink
174,French Toast,bread,Grain,187,False,False,,21,57,4,Indian,hard,snack
174,French Toast,egg,Protein,192,True,False,avocado,38,46,2,International,hard,lunch
174,French Toast,milk,Dairy,171,False,True,kiwi,34,20,3,Mediterranean,easy,snack
174,French Toast,butter,Dairy,207,True,False,,25,1,6,Indian,hard,drink
175,Chicken Stir Fry,chicken,Protein,68,True,False,,33,31,4,Mediterranean,hard,snack
175,Chicken Stir Fry,broccoli,Vegetable,169,False,False,apple,37,40,3,International,hard,snack
175,Chicken Stir Fry,carrot,Vegetable,63,True,True,,18,8,5,Fusion,medium,drink
175,Chicken Stir Fry,garlic,Vegetable,174,False,False,,37,60,5,International,medium,snack
175,Chicken Stir Fry,bell_pepper,Vegetable,248,False,True,,41,44,6,Mediterranean,medium,breakfast
176,Apple Banana Smoothie,apple,Fruit,85,False,False,,8,16,2,Indian,easy,dinner
176,Apple Banana Smoothie,banana,Fruit,247,False,False,,5,48,3,International,medium,lunch
176,Apple Banana Smoothie,milk,Dairy,107,False,False,,23,50,2,Fusion,medium,snack
176,Apple Banana Smoothie,yogurt,Dairy,47,False,False,almond,33,60,5,Fusion,easy,snack
177,Chickpea Curry,chickpeas,Legume,37,True,False,,16,49,3,Mediterranean,hard,drink
177,Chickpea Curry,tomato,Vegetable,160,False,False,,27,44,6,International,hard,dinner
177,Chickpea Curry,onion,Vegetable,68,False,False,,42,12,6,Mediterranean,easy,dinner
177,Chickpea Curry,garlic,Vegetable,224,False,False,,6,16,6,Indian,easy,drink
177,Chickpea Curry,spinach,Vegetable,91,False,False,,40,36,5,Indian,hard,drink
178,Spinach Salad,spinach,Vegetable,104,False,True,,24,56,3,Mediterranean,hard,dinner
178,Spinach Salad,tomato,Vegetable,241,False,False,,27,40,1,International,easy,drink
178,Spinach Salad,cucumber,Vegetable,133,False,False,,19,55,6,International,easy,breakfast
178,Spinach Salad,avocado,Fruit,141,False,False,,13,6,6,Indian,easy,snack
178,Spinach Salad,lemon,Fruit,87,False,True,chickpeas,45,22,4,Indian,hard,dinner
179,Pasta Primavera,pasta,Grain,234,False,False,,14,17,2,Indian,easy,dinner
179,Pasta Primavera,tomato,Vegetable,187,False,False,,25,57,4,International,hard,lunch
179,Pasta Primavera,broccoli,Vegetable,185,False,True,,5,34,3,Fusion,easy,lunch
179,Pasta Primavera,bell_pepper,Vegetable,199,False,False,,42,39,1,Fusion,hard,lunch
179,Pasta Primavera,garlic,Vegetable,245,False,True,,28,60,5,Fusion,medium,drink
180,Garlic Mushroom Toast,bread,Grain,61,False,True,grape,20,27,6,Mediterranean,hard,drink
180,Garlic Mushroom Toast,mushroom,Vegetable,240,False,False,cherry,29,14,1,Indian,medium,lunch
180,Garlic Mushroom Toast,garlic,Vegetable,150,False,False,,39,50,1,Indian,hard,dinner
180,Garlic Mushroom Toast,butter,Dairy,100,False,False,,27,9,5,Indian,hard,dinner
181,Pasta Primavera,pasta,Grain,42,False,True,,26,51,3,Mediterranean,hard,lunch
181,Pasta Primavera,tomato,Vegetable,112,False,True,kiwi,6,11,2,Indian,easy,snack
181,Pasta Primavera,broccoli,Vegetable,224,False,False,,7,54,3,International,easy,dinner
181,Pasta Primavera,bell_pepper,Vegetable,229,False,False,broccoli,34,34,6,Fusion,hard,breakfast
181,Pasta Primavera,garlic,Vegetable,239,False,False,,19,12,4,Indian,hard,drink
182,Chickpea Curry,chickpeas,Legume,120,False,False,lentils,9,52,6,Fusion,medium,dinner
182,Chickpea Curry,tomato,Vegetable,96,False,True,,18,11,2,Indian,medium,breakfast
182,Chickpea Curry,onion,Vegetable,120,False,False,salmon,10,28,4,Mediterranean,hard,dinner
182,Chickpea Curry,garlic,Vegetable,35,False,True,,7,0,4,International,easy,dinner
182,Chickpea Curry,spinach,Vegetable,238,False,True,,36,21,5,Indian,medium,dinner
183,Corn Salsa,corn,Vegetable,169,False,True,,16,12,5,International,medium,breakfast
183,Corn Salsa,tomato,Vegetable,209,False,True,chickpeas,45,1,4,Mediterranean,easy,dinner
183,Corn Salsa,onion,Vegetable,156,False,False,kiwi,41,54,5,International,easy,breakfast
183,Corn Salsa,lemon,Fruit,70,False,False,,15,8,1,Mediterranean,easy,breakfast
183,Corn Salsa,bell_pepper,Vegetable,140,False,False,,22,22,1,Mediterranean,hard,snack
184,Veggie Stir Fry,broccoli,Vegetable,85,False,True,cream,23,38,4,Fusion,easy,breakfast
184,Veggie Stir Fry,carrot,Vegetable,111,False,False,bread,34,40,3,International,hard,lunch
184,Veggie Stir Fry,bell_pepper,Vegetable,185,False,True,,29,22,3,Fusion,hard,dinner
184,Veggie Stir Fry,garlic,Vegetable,168,True,True,,25,51,2,Mediterranean,hard,dinner
184,Veggie Stir Fry,corn,Vegetable,158,False,False,peach,27,3,5,International,easy,lunch
185,Corn Salsa,corn,Vegetable,35,True,False,,16,51,2,Indian,medium,lunch
185,Corn Salsa,tomato,Vegetable,231,False,False,,15,35,1,International,medium,drink
185,Corn Salsa,onion,Vegetable,149,False,False,,25,55,2,International,easy,snack
185,Corn Salsa,lemon,Fruit,126,True,True,,12,7,5,Mediterranean,easy,breakfast
185,Corn Salsa,bell_pepper,Vegetable,225,False,False,,28,50,3,Indian,easy,breakfast
186,Zucchini Pasta,pasta,Grain,174,False,False,,16,38,3,International,hard,snack
186,Zucchini Pasta,zucchini,Vegetable,104,False,False,,35,1,2,Fusion,medium,snack
186,Zucchini Pasta,tomato,Vegetable,74,True,False,carrot,14,54,1,Mediterranean,hard,breakfast
186,Zucchini Pasta,garlic,Vegetable,179,False,False,,41,50,3,Indian,hard,drink
186,Zucchini Pasta,cheese,Dairy,216,True,False,,8,27,3,Fusion,hard,snack
187,Mushroom Omelette,egg,Protein,220,False,False,,44,32,5,Mediterranean,medium,snack
187,Mushroom Omelette,mushroom,Vegetable,48,False,False,,33,55,1,Indian,medium,dinner
187,Mushroom Omelette,onion,Vegetable,186,False,False,,5,26,1,Indian,easy,breakfast
187,Mushroom Omelette,cheese,Dairy,78,True,False,,34,55,3,International,easy,snack
188,French Toast,bread,Grain,124,False,False,,22,19,3,Indian,medium,snack
188,French Toast,egg,Protein,112,False,False,,41,6,3,Fusion,hard,lunch
188,French Toast,milk,Dairy,189,False,False,,12,55,3,International,medium,drink
188,French Toast,butter,Dairy,35,False,True,peach,5,49,2,Mediterranean,hard,lunch
189,Corn Salsa,corn,Vegetable,135,True,True,,20,11,2,International,hard,breakfast
189,Corn Salsa,tomato,Vegetable,224,False,False,walnut,11,31,5,International,hard,drink
189,Corn Salsa,onion,Vegetable,113,False,True,milk,9,44,5,Fusion,medium,snack
189,Corn Salsa,lemon,Fruit,32,False,True,,22,38,1,International,easy,lunch
189,Corn Salsa,bell_pepper,Vegetable,54,False,True,,7,58,3,Mediterranean,easy,breakfast
190,Broccoli Cheese Soup,broccoli,Vegetable,145,False,True,,31,31,4,International,easy,drink
190,Broccoli Cheese Soup,cheese,Dairy,246,False,False,,6,50,1,Mediterranean,easy,drink
190,Broccoli Cheese Soup,milk,Dairy,44,False,False,,38,28,5,Fusion,easy,snack
190,Broccoli Cheese Soup,onion,Vegetable,84,False,True,,23,48,4,Fusion,medium,breakfast
190,Broccoli Cheese Soup,garlic,Vegetable,115,False,False,,19,59,2,International,hard,drink
191,Veggie Stir Fry,broccoli,Vegetable,209,False,False,bread,5,38,1,Indian,medium,snack
191,Veggie Stir Fry,carrot,Vegetable,208,True,False,,16,53,4,Mediterranean,hard,breakfast
191,Veggie Stir Fry,bell_pepper,Vegetable,146,False,False,,45,35,4,Mediterranean,medium,breakfast
191,Veggie Stir Fry,garlic,Vegetable,69,True,False,,23,46,3,Fusion,easy,dinner
191,Veggie Stir Fry,corn,Vegetable,244,False,False,milk,26,55,5,International,medium,drink
192,Veggie Stir Fry,broccoli,Vegetable,85,True,False,,37,0,1,International,hard,dinner
192,Veggie Stir Fry,carrot,Vegetable,120,False,False,,17,20,2,Mediterranean,medium,breakfast
192,Veggie Stir Fry,bell_pepper,Vegetable,235,False,False,,45,59,5,Indian,easy,breakfast
192,Veggie Stir Fry,garlic,Vegetable,40,False,False,,36,19,1,Fusion,medium,snack
192,Veggie Stir Fry,corn,Vegetable,94,False,False,pear,41,3,2,International,medium,dinner
193,Tomato Egg Scramble,tomato,Vegetable,69,False,True,beef,13,25,2,International,medium,breakfast
193,Tomato Egg Scramble,egg,Protein,197,False,True,,9,13,6,Indian,hard,lunch
193,Tomato Egg Scramble,onion,Vegetable,244,True,False,,32,6,3,Fusion,easy,dinner
193,Tomato Egg Scramble,garlic,Vegetable,208,True,False,,35,44,3,International,easy,lunch
194,Tomato Egg Scramble,tomato,Vegetable,173,False,True,tofu,18,10,5,Mediterranean,medium,snack
194,Tomato Egg Scramble,egg,Protein,36,False,False,zucchini,12,46,5,Indian,medium,drink
194,Tomato Egg Scramble,onion,Vegetable,124,False,False,olive_oil,33,41,3,Indian,hard,snack
194,Tomato Egg Scramble,garlic,Vegetable,78,True,False,,25,8,5,Mediterranean,medium,dinner
195,Cheese Omelette,egg,Protein,238,False,True,,29,35,3,Indian,hard,lunch
195,Cheese Omelette,cheese,Dairy,133,True,False,,27,43,5,Mediterranean,hard,lunch
195,Cheese Omelette,bell_pepper,Vegetable,145,False,True,,8,53,6,Indian,easy,drink
195,Cheese Omelette,onion,Vegetable,247,True,True,orange,11,57,1,Indian,medium,breakfast
196,Pasta Primavera,pasta,Grain,35,False,False,,35,14,4,Fusion,hard,breakfast
196,Pasta Primavera,tomato,Vegetable,125,True,False,,5,8,1,Mediterranean,easy,drink
196,Pasta Primavera,broccoli,Vegetable,247,False,False,,31,43,2,Indian,medium,lunch
196,Pasta Primavera,bell_pepper,Vegetable,178,False,False,,33,30,1,Mediterranean,hard,snack
196,Pasta Primavera,garlic,Vegetable,141,False,False,oats,30,24,1,Mediterranean,medium,drink
197,Avocado Toast,bread,Grain,170,False,False,,39,41,3,Fusion,medium,lunch
197,Avocado Toast,avocado,Fruit,103,False,False,,37,32,4,Fusion,medium,lunch
197,Avocado Toast,lemon,Fruit,158,False,False,,25,6,2,Mediterranean,medium,lunch
197,Avocado Toast,tomato,Vegetable,156,False,False,,20,60,1,Fusion,medium,lunch
198,Avocado Toast,bread,Grain,244,False,False,,18,58,2,Indian,easy,lunch
198,Avocado Toast,avocado,Fruit,127,False,False,,38,23,1,Mediterranean,easy,dinner
198,Avocado Toast,lemon,Fruit,113,False,False,,42,31,4,Indian,easy,dinner
198,Avocado Toast,tomato,Vegetable,124,False,False,,40,11,4,International,medium,lunch
199,Garlic Mushroom Toast,bread,Grain,107,False,False,butter,45,30,1,Indian,medium,lunch
199,Garlic Mushroom Toast,mushroom,Vegetable,119,True,True,pear,25,34,4,Indian,hard,lunch
199,Garlic Mushroom Toast,garlic,Vegetable,55,True,True,,22,60,6,Mediterranean,medium,lunch
199,Garlic Mushroom Toast,butter,Dairy,135,True,False,,12,51,2,Indian,hard,snack
200,Carrot Lemon Soup,carrot,Vegetable,150,False,False,lentils,16,2,1,Mediterranean,easy,breakfast
200,Carrot Lemon Soup,lemon,Fruit,195,False,False,,44,22,2,Mediterranean,medium,drink
200,Carrot Lemon Soup,onion,Vegetable,32,False,False,onion,15,15,3,Fusion,hard,dinner
200,Carrot Lemon Soup,garlic,Vegetable,182,False,False,pasta,38,19,4,Indian,medium,dinner
200,Carrot Lemon Soup,potato,Vegetable,179,False,False,,38,54,1,Fusion,medium,dinner
201,Salmon Rice Bowl,salmon,Protein,56,False,False,,8,50,6,Fusion,medium,dinner
201,Salmon Rice Bowl,rice,Grain,225,True,False,broccoli,13,20,5,Fusion,medium,dinner
201,Salmon Rice Bowl,cucumber,Vegetable,162,False,False,bell_pepper,35,5,4,Mediterranean,hard,dinner
201,Salmon Rice Bowl,avocado,Fruit,79,False,False,tuna,22,1,5,Fusion,hard,snack
201,Salmon Rice Bowl,lemon,Fruit,148,False,False,,14,32,1,International,medium,snack
202,Spinach Salad,spinach,Vegetable,48,False,False,,23,50,4,Fusion,easy,drink
202,Spinach Salad,tomato,Vegetable,157,False,True,,32,7,5,Fusion,medium,dinner
202,Spinach Salad,cucumber,Vegetable,68,False,False,,29,18,2,Indian,hard,breakfast
202,Spinach Salad,avocado,Fruit,58,False,True,oats,43,20,3,Fusion,easy,breakfast
202,Spinach Salad,lemon,Fruit,217,False,True,tofu,28,36,3,Mediterranean,easy,lunch
